Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.000031000000000,0,0x3C,0x00,Write,ACK
0.000062000000000,0,0x3C,0xAE,Write,ACK
0.000403000000000,1,0x3C,0x00,Write,ACK
0.000432500000000,1,0x3C,0x20,Write,ACK
0.001927000000000,2,0x3C,0x00,Write,ACK
0.001956000000000,2,0x3C,0x00,Write,ACK
0.003575500000000,3,0x3C,0x00,Write,ACK
0.003604500000000,3,0x3C,0xC8,Write,ACK
0.005225000000000,4,0x3C,0x00,Write,ACK
0.005254000000000,4,0x3C,0x40,Write,ACK
0.006874500000000,5,0x3C,0x00,Write,ACK
0.006903500000000,5,0x3C,0x81,Write,ACK
0.008523500000000,6,0x3C,0x00,Write,ACK
0.008555000000000,6,0x3C,0x7F,Write,ACK
0.010172000000000,7,0x3C,0x00,Write,ACK
0.010201000000000,7,0x3C,0xA1,Write,ACK
0.011822000000000,8,0x3C,0x00,Write,ACK
0.011851000000000,8,0x3C,0xA6,Write,ACK
0.013471500000000,9,0x3C,0x00,Write,ACK
0.013500500000000,9,0x3C,0xA8,Write,ACK
0.015121000000000,10,0x3C,0x00,Write,ACK
0.015150000000000,10,0x3C,0x3F,Write,ACK
0.016770500000000,11,0x3C,0x00,Write,ACK
0.016799500000000,11,0x3C,0xD3,Write,ACK
0.018420500000000,12,0x3C,0x00,Write,ACK
0.018449500000000,12,0x3C,0x00,Write,ACK
0.020068000000000,13,0x3C,0x00,Write,ACK
0.020097000000000,13,0x3C,0xD5,Write,ACK
0.021718500000000,14,0x3C,0x00,Write,ACK
0.021747500000000,14,0x3C,0x80,Write,ACK
0.023367500000000,15,0x3C,0x00,Write,ACK
0.023396500000000,15,0x3C,0xD9,Write,ACK
0.025017000000000,16,0x3C,0x00,Write,ACK
0.025046000000000,16,0x3C,0x22,Write,ACK
0.026666500000000,17,0x3C,0x00,Write,ACK
0.026695500000000,17,0x3C,0xDA,Write,ACK
0.028316000000000,18,0x3C,0x00,Write,ACK
0.028345000000000,18,0x3C,0x12,Write,ACK
0.029964000000000,19,0x3C,0x00,Write,ACK
0.029993000000000,19,0x3C,0xDB,Write,ACK
0.031614500000000,20,0x3C,0x00,Write,ACK
0.031643500000000,20,0x3C,0x20,Write,ACK
0.033263500000000,21,0x3C,0x00,Write,ACK
0.033292500000000,21,0x3C,0x8D,Write,ACK
0.034913000000000,22,0x3C,0x00,Write,ACK
0.034942000000000,22,0x3C,0x14,Write,ACK
0.036562500000000,23,0x3C,0x00,Write,ACK
0.036591500000000,23,0x3C,0xA4,Write,ACK
0.038220000000000,24,0x3C,0x00,Write,ACK
0.038249000000000,24,0x3C,0xAF,Write,ACK
0.040026000000000,25,0x3C,0x00,Write,ACK
0.040055000000000,25,0x3C,0x21,Write,ACK
0.040086000000000,25,0x3C,0x00,Write,ACK
0.040117000000000,25,0x3C,0x7F,Write,ACK
0.040150000000000,25,0x3C,0x22,Write,ACK
0.040179000000000,25,0x3C,0x00,Write,ACK
0.040210000000000,25,0x3C,0x07,Write,ACK
0.309387500000000,26,0x3C,0x40,Write,ACK
0.309416500000000,26,0x3C,0x00,Write,ACK
0.309447500000000,26,0x3C,0x00,Write,ACK
0.309478500000000,26,0x3C,0x00,Write,ACK
0.309511000000000,26,0x3C,0x00,Write,ACK
0.309540000000000,26,0x3C,0x00,Write,ACK
0.309571000000000,26,0x3C,0x00,Write,ACK
0.309602000000000,26,0x3C,0x00,Write,ACK
0.309635000000000,26,0x3C,0x00,Write,ACK
0.309663500000000,26,0x3C,0x00,Write,ACK
0.309695000000000,26,0x3C,0x00,Write,ACK
0.309726000000000,26,0x3C,0x00,Write,ACK
0.309758500000000,26,0x3C,0x00,Write,ACK
0.309787500000000,26,0x3C,0x00,Write,ACK
0.309818500000000,26,0x3C,0x00,Write,ACK
0.309849500000000,26,0x3C,0x00,Write,ACK
0.309882000000000,26,0x3C,0x00,Write,ACK
0.309911000000000,26,0x3C,0x00,Write,ACK
0.309942500000000,26,0x3C,0x00,Write,ACK
0.309973500000000,26,0x3C,0x00,Write,ACK
0.310006000000000,26,0x3C,0x00,Write,ACK
0.310035000000000,26,0x3C,0x00,Write,ACK
0.310066000000000,26,0x3C,0x00,Write,ACK
0.310097000000000,26,0x3C,0x00,Write,ACK
0.310129500000000,26,0x3C,0x00,Write,ACK
0.310158500000000,26,0x3C,0x00,Write,ACK
0.310189500000000,26,0x3C,0x00,Write,ACK
0.310220500000000,26,0x3C,0x00,Write,ACK
